Process Name,PID,Operation,Path,Result,Detail,Date & Time,Event Class,Image Path,User,Command Line,TID,Parent PID,Content,LineID,srcEvent
cmd.exe,2332,Process Start,,SUCCESS,"Parent PID: 4064, Command line: cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt, Current directory: C:\Windows\system32\, Environment:  ;	ALLUSERSPROFILE=C:\ProgramData ;	APPDATA=C:\Users\ezk\AppData\Roaming ;	CommonProgramFiles=C:\Program Files\Common Files ;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files ;	CommonProgramW6432=C:\Program Files\Common Files ;	COMPUTERNAME=DESKTOP-BA1RQFC ;	ComSpec=C:\Windows\system32\cmd.exe ;	DriverData=C:\Windows\System32\Drivers\DriverData ;	HOMEDRIVE=C: ;	HOMEPATH=\Users\ezk ;	LOCALAPPDATA=C:\Users\ezk\AppData\Local ;	LOGONSERVER=\\DC02 ;	NUMBER_OF_PROCESSORS=2 ;	OneDrive=C:\Users\ezk\OneDrive ;	OS=Windows_NT ;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\ezk\AppData\Local\Microsoft\WindowsApps ;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.CPL ;	PROCESSOR_ARCHITECTURE=AMD64 ;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 5, GenuineIntel ;	PROCESSOR_LEVEL=6 ;	PROCESSOR_REVISION=a505 ;	ProgramData=C:\ProgramData ;	ProgramFiles=C:\Program Files ;	ProgramFiles(x86)=C:\Program Files (x86) ;	ProgramW6432=C:\Program Files ;	PSModulePath=C:\Users\ezk\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules ;	PUBLIC=C:\Users\Public ;	SystemDrive=C: ;	SystemRoot=C:\Windows ;	TEMP=C:\Users\ezk\AppData\Local\Temp ;	TMP=C:\Users\ezk\AppData\Local\Temp ;	USERDNSDOMAIN=BLUETEAM.COM ;	USERDOMAIN=BLUETEAM ;	USERDOMAIN_ROAMINGPROFILE=BLUETEAM ;	USERNAME=ezk ;	USERPROFILE=C:\Users\ezk ;	windir=C:\Windows",4/14/2022 7:47:05 PM,Process,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",11052,4064,"cmd.exe 2332 Process Start None SUCCESS Parent PID: 4064, Command line: cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt, Current directory: C:\Windows\system32\, Environment:  ;	ALLUSERSPROFILE=C:\ProgramData ;	APPDATA=C:\Users\ezk\AppData\Roaming ;	CommonProgramFiles=C:\Program Files\Common Files ;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files ;	CommonProgramW6432=C:\Program Files\Common Files ;	COMPUTERNAME=DESKTOP-BA1RQFC ;	ComSpec=C:\Windows\system32\cmd.exe ;	DriverData=C:\Windows\System32\Drivers\DriverData ;	HOMEDRIVE=C: ;	HOMEPATH=\Users\ezk ;	LOCALAPPDATA=C:\Users\ezk\AppData\Local ;	LOGONSERVER=\\DC02 ;	NUMBER_OF_PROCESSORS=2 ;	OneDrive=C:\Users\ezk\OneDrive ;	OS=Windows_NT ;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\ezk\AppData\Local\Microsoft\WindowsApps ;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.CPL ;	PROCESSOR_ARCHITECTURE=AMD64 ;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 5, GenuineIntel ;	PROCESSOR_LEVEL=6 ;	PROCESSOR_REVISION=a505 ;	ProgramData=C:\ProgramData ;	ProgramFiles=C:\Program Files ;	ProgramFiles(x86)=C:\Program Files (x86) ;	ProgramW6432=C:\Program Files ;	PSModulePath=C:\Users\ezk\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules ;	PUBLIC=C:\Users\Public ;	SystemDrive=C: ;	SystemRoot=C:\Windows ;	TEMP=C:\Users\ezk\AppData\Local\Temp ;	TMP=C:\Users\ezk\AppData\Local\Temp ;	USERDNSDOMAIN=BLUETEAM.COM ;	USERDOMAIN=BLUETEAM ;	USERDOMAIN_ROAMINGPROFILE=BLUETEAM ;	USERNAME=ezk ;	USERPROFILE=C:\Users\ezk ;	windir=C:\Windows 4/14/2022 7:47:05 PM Process C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 11052 4064",1,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,RegOpenKey,HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Query Value,4/14/2022 7:47:05 PM,Registry,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 RegOpenKey HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers NAME NOT FOUND Desired Access: Query Value 4/14/2022 7:47:05 PM Registry C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",225,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Windows\apppatch\sysmain.sdb SUCCESS Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",226,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryBasicInformationFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,"CreationTime: 9/22/2021 5:21:28 PM, LastAccessTime: 4/14/2022 7:46:11 PM, LastWriteTime: 9/22/2021 5:21:28 PM, ChangeTime: 10/15/2021 2:23:18 PM, FileAttributes: A",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryBasicInformationFile C:\Windows\apppatch\sysmain.sdb SUCCESS CreationTime: 9/22/2021 5:21:28 PM, LastAccessTime: 4/14/2022 7:46:11 PM, LastWriteTime: 9/22/2021 5:21:28 PM, ChangeTime: 10/15/2021 2:23:18 PM, FileAttributes: A 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",227,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CloseFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,,4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CloseFile C:\Windows\apppatch\sysmain.sdb SUCCESS None 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",228,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryBasicInformationFile,C:\Windows\System32\clip.exe,SUCCESS,"CreationTime: 12/7/2019 5:09:37 PM, LastAccessTime: 9/23/2021 3:18:47 PM, LastWriteTime: 12/7/2019 5:09:37 PM, ChangeTime: 10/15/2021 2:25:24 PM, FileAttributes: A",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryBasicInformationFile C:\Windows\System32\clip.exe SUCCESS CreationTime: 12/7/2019 5:09:37 PM, LastAccessTime: 9/23/2021 3:18:47 PM, LastWriteTime: 12/7/2019 5:09:37 PM, ChangeTime: 10/15/2021 2:25:24 PM, FileAttributes: A 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",229,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryBasicInformationFile,C:\Windows\System32\clip.exe,SUCCESS,"CreationTime: 12/7/2019 5:09:37 PM, LastAccessTime: 9/23/2021 3:18:47 PM, LastWriteTime: 12/7/2019 5:09:37 PM, ChangeTime: 10/15/2021 2:25:24 PM, FileAttributes: A",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryBasicInformationFile C:\Windows\System32\clip.exe SUCCESS CreationTime: 12/7/2019 5:09:37 PM, LastAccessTime: 9/23/2021 3:18:47 PM, LastWriteTime: 12/7/2019 5:09:37 PM, ChangeTime: 10/15/2021 2:25:24 PM, FileAttributes: A 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",230,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryBasicInformationFile,C:\Windows\System32\clip.exe,SUCCESS,"CreationTime: 12/7/2019 5:09:37 PM, LastAccessTime: 4/14/2022 7:47:05 PM, LastWriteTime: 12/7/2019 5:09:37 PM, ChangeTime: 10/15/2021 2:25:24 PM, FileAttributes: A",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryBasicInformationFile C:\Windows\System32\clip.exe SUCCESS CreationTime: 12/7/2019 5:09:37 PM, LastAccessTime: 4/14/2022 7:47:05 PM, LastWriteTime: 12/7/2019 5:09:37 PM, ChangeTime: 10/15/2021 2:25:24 PM, FileAttributes: A 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",231,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,RegOpenKey,HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide,SUCCESS,Desired Access: Read,4/14/2022 7:47:05 PM,Registry,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 RegOpenKey HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide SUCCESS Desired Access: Read 4/14/2022 7:47:05 PM Registry C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",232,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest,NAME NOT FOUND,Length: 20,4/14/2022 7:47:05 PM,Registry,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 RegQueryValue HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest NAME NOT FOUND Length: 20 4/14/2022 7:47:05 PM Registry C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",233,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,RegCloseKey,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide,SUCCESS,,4/14/2022 7:47:05 PM,Registry,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 RegCloseKey HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide SUCCESS None 4/14/2022 7:47:05 PM Registry C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",234,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CloseFile,C:\Windows\System32\clip.exe,SUCCESS,,4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CloseFile C:\Windows\System32\clip.exe SUCCESS None 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",235,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Users\ezk\AppData\Local\Temp\T1115.txt,NAME NOT FOUND,"Desired Access: Generic Read/Write, Delete, Disposition: Open, Options: , Attributes: N, ShareMode: None, AllocationSize: n/a",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Users\ezk\AppData\Local\Temp\T1115.txt NAME NOT FOUND Desired Access: Generic Read/Write, Delete, Disposition: Open, Options: , Attributes: N, ShareMode: None, AllocationSize: n/a 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",236,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Users\ezk\AppData\Local\Temp\T1115.txt,SUCCESS,"Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: 0, OpenResult: Created",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Users\ezk\AppData\Local\Temp\T1115.txt SUCCESS Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: 0, OpenResult: Created 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",237,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryBasicInformationFile,C:\Users\ezk\AppData\Local\Temp\T1115.txt,SUCCESS,"CreationTime: 4/14/2022 7:47:05 PM, LastAccessTime: 4/14/2022 7:47:05 PM, LastWriteTime: 4/14/2022 7:47:05 PM, ChangeTime: 4/14/2022 7:47:05 PM, FileAttributes: A",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryBasicInformationFile C:\Users\ezk\AppData\Local\Temp\T1115.txt SUCCESS CreationTime: 4/14/2022 7:47:05 PM, LastAccessTime: 4/14/2022 7:47:05 PM, LastWriteTime: 4/14/2022 7:47:05 PM, ChangeTime: 4/14/2022 7:47:05 PM, FileAttributes: A 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",238,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,WriteFile,C:\Users\ezk\AppData\Local\Temp\T1115.txt,SUCCESS,"Offset: 0, Length: 11, Priority: Normal",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 WriteFile C:\Users\ezk\AppData\Local\Temp\T1115.txt SUCCESS Offset: 0, Length: 11, Priority: Normal 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",239,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CloseFile,C:\Users\ezk\AppData\Local\Temp\T1115.txt,SUCCESS,,4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CloseFile C:\Users\ezk\AppData\Local\Temp\T1115.txt SUCCESS None 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",240,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Users\ezk\AppData\Local\Temp\T1115.txt,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Users\ezk\AppData\Local\Temp\T1115.txt SUCCESS Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",241,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Windows\System32,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Windows\System32 SUCCESS Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",242,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryDirectory,C:\Windows\System32\clip.*,SUCCESS,"FileInformationClass: FileFullDirectoryInformation, Filter: clip.*, 2: clip.exe",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryDirectory C:\Windows\System32\clip.* SUCCESS FileInformationClass: FileFullDirectoryInformation, Filter: clip.*, 2: clip.exe 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",243,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CloseFile,C:\Windows\System32,SUCCESS,,4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CloseFile C:\Windows\System32 SUCCESS None 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",244,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Windows\System32,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Windows\System32 SUCCESS Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",245,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryDirectory,C:\Windows\System32\clip.COM,NO SUCH FILE,"FileInformationClass: FileFullDirectoryInformation, Filter: clip.COM",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryDirectory C:\Windows\System32\clip.COM NO SUCH FILE FileInformationClass: FileFullDirectoryInformation, Filter: clip.COM 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",246,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CloseFile,C:\Windows\System32,SUCCESS,,4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CloseFile C:\Windows\System32 SUCCESS None 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",247,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CreateFile,C:\Windows\System32,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CreateFile C:\Windows\System32 SUCCESS Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",248,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,QueryDirectory,C:\Windows\System32\clip.EXE,SUCCESS,"FileInformationClass: FileFullDirectoryInformation, Filter: clip.EXE, 2: clip.exe",4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 QueryDirectory C:\Windows\System32\clip.EXE SUCCESS FileInformationClass: FileFullDirectoryInformation, Filter: clip.EXE, 2: clip.exe 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",249,70795de7cbb842edb029b3378c27c008_raw_events
cmd.exe,2332,CloseFile,C:\Windows\System32,SUCCESS,,4/14/2022 7:47:05 PM,File System,C:\Windows\system32\cmd.exe,BLUETEAM\ezk,"cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt",3096,4064,"cmd.exe 2332 CloseFile C:\Windows\System32 SUCCESS None 4/14/2022 7:47:05 PM File System C:\Windows\system32\cmd.exe BLUETEAM\ezk cmd.exe /C dir | clip && echo ""T1115"" > %temp%\T1115.txt && clip < %temp%\T1115.txt 3096 4064",250,70795de7cbb842edb029b3378c27c008_raw_events
